date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:34:17	12198/12198	---M--	200	added ('OK')	application/javascript	date:Tue,%2010%20Sep%202019%2002:04:11%20GMT	http://themes.dhrubok.website/xpider/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://themes.dhrubok.website/xpider/home-tokyo/)
00:34:23	79945/79945	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Feb%202019%2015:01:04%20GMT	http://themes.dhrubok.website/xpider/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=2.4.4	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/plugins/elementor-pro/assets/js/frontend.minfc3c.js	(from http://themes.dhrubok.website/xpider/home-tokyo/)
00:34:25	847/847	---M--	200	added ('OK')	image/gif	date:Tue,%2010%20Sep%202019%2002:04:06%20GMT	http://themes.dhrubok.website/xpider/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/70dqosjz/vs6k.css)
00:34:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:27%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/swirl-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/swirl-pattern.54.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:27	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:28%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/swirl-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/swirl-pattern.55.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:28	70670/70670	---M--	200	added ('OK')	application/javascript	date:Tue,%2010%20Sep%202019%2002:04:11%20GMT	http://themes.dhrubok.website/xpider/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.6.8	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/plugins/elementor/assets/js/frontend.min91ac.js	(from http://themes.dhrubok.website/xpider/home-tokyo/)
00:34:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:30%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/circle-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/circle-pattern.56.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:30	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:31%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/circle-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/circle-pattern.57.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:33%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/x-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/x-pattern.58.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:32	125578/125578	---M--	200	added ('OK')	application/javascript	date:Tue,%2010%20Sep%202019%2002:04:11%20GMT	http://themes.dhrubok.website/xpider/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=4.4.6	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/plugins/elementor/assets/lib/swiper/swiper.min4f24.js	(from http://themes.dhrubok.website/xpider/home-tokyo/)
00:34:33	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:34%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/x-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/x-pattern.59.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:35%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/leaf-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/leaf-pattern.5a.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:36	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:37%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/leaf-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/leaf-pattern.5b.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:38%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/tic-tac-toe.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/tic-tac-toe.5c.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:40	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:40%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/tic-tac-toe.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/tic-tac-toe.5d.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:42%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/circles-light.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/circles-light.5e.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:44	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:44%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/circles-light.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/circles-light.5f.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:46%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/spiration-light.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/spiration-light.60.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:48	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:48%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/spiration-light.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/spiration-light.61.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:50%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/round-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/round-pattern.62.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:51	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:51%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/round-pattern.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/round-pattern.63.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:53%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/dark-angles.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/dark-angles.64.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:54	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:54%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/dark-angles.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/dark-angles.65.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:56%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/memphis-colorful.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/memphis-colorful.66.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:57	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:34:58%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/memphis-colorful.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/memphis-colorful.67.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:34:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:34:59%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/spiration-dark.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/spiration-dark.68.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:35:00	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:35:01%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/spiration-dark.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/spiration-dark.69.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:35:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:35:02%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/curls.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/curls.6a.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:35:03	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:35:04%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/curls.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/curls.6b.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:35:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:35:05%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/darkness.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/darkness.6c.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:35:06	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:35:07%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/darkness.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/darkness.6d.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:35:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2010%20Sep%202019%2023:35:08%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets//img/patterns/zig-zag-wool.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/zig-zag-wool.6e.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:35:09	30166/30166	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Sep%202019%2023:35:09%20GMT	http://themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/zig-zag-wool.png	C:/Users/annou/Documents/GitHub/Test/themes.dhrubok.website/xpider/wp-content/themes/xpider/assets/img/patterns/zig-zag-wool.6f.delayed	(from http://themes.dhrubok.website/xpider/wp-content/cache/wpfc-minified/f1lni7g7/vs6k.css)
00:35:11	27637/27637	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2008:27:18%20GMT	https://754701.smushcdn.com/1462796/wp-content/themes/xpider/assets/demo-assets/home-barcelona.png?lossy=0&strip=1&webp=1	C:/Users/annou/Documents/GitHub/Test/754701.smushcdn.com/1462796/wp-content/themes/xpider/assets/demo-assets/home-barcelona0af1.png	(from http://themes.dhrubok.website/xpider/home-tokyo/)
00:35:11	1348/1348	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2015:06:19%20GMT	https://754701.smushcdn.com/1462796/wp-content/uploads/2019/02/icon-drag.png?lossy=0&strip=1&webp=1	C:/Users/annou/Documents/GitHub/Test/754701.smushcdn.com/1462796/wp-content/uploads/2019/02/icon-drag0af1.png	(from http://themes.dhrubok.website/xpider/home-tokyo/)
00:35:13	5527861/5527861	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Sep%202019%2008:27:28%20GMT	https://754701.smushcdn.com/1462796/wp-content/themes/xpider/assets/demo-assets/home-paris.png?lossy=0&strip=1&webp=1	C:/Users/annou/Documents/GitHub/Test/754701.smushcdn.com/1462796/wp-content/themes/xpider/assets/demo-assets/home-paris0af1.png	(from http://themes.dhrubok.website/xpider/home-tokyo/)
